species_id,scientific_name,genus,is_rare,tropical_frac,n_total,n_train,n_val,n_test,n_flower,n_leaf,license
1393981,Nymphoides peltata (S.G.Gmel.) Kuntze,Nymphoides,False,0.014086405607602616,76,54,11,11,49,27,cc-by-sa
1389553,Acacia melanoxylon R.Br.,Acacia,False,0.8023355904969586,78,54,12,12,10,68,cc-by-sa
1398447,Aralia elata (Miq.) Seem.,Aralia,False,0.0612956942351915,78,56,11,11,15,63,cc-by-sa
1356469,Achyranthes aspera L.,Achyranthes,False,0.5627411712987838,80,56,12,12,44,36,cc-by-sa
1363491,Phalaris canariensis L.,Phalaris,False,0.030069983849880796,80,56,12,12,48,32,cc-by-sa
1393850,Moehringia muscosa L.,Moehringia,False,2.8485159232040106e-05,80,56,12,12,72,8,cc-by-sa
1393254,Hypericum pulchrum L.,Hypericum,False,1.8218144056937773e-05,81,57,12,12,58,23,cc-by-sa
1389630,Perovskia abrotanoides Kar.,Perovskia,False,0.10983606557377049,82,58,12,12,63,19,cc-by-sa
1392096,Erucastrum nasturtiifolium (Poir.) O.E.Schulz,Erucastrum,False,0.00021303792074989347,82,56,13,13,51,31,cc-by-sa
1393789,Melilotus altissimus Thuill.,Melilotus,False,0.0002040248539367523,82,56,13,13,72,10,cc-by-sa
1393980,Nymphaea candida C.Presl,Nymphaea,False,0.0007618194039883487,82,56,13,13,71,11,cc-by-sa
1395721,Sagittaria latifolia Willd.,Sagittaria,False,0.0234009360374415,83,57,13,13,45,38,cc-by-sa
1516297,Othonna capensis L.H.Bailey,Othonna,False,0.024390243902439025,84,58,13,13,11,73,cc-by-sa
1357331,Calendula stellata Cav.,Calendula,False,0.0,85,59,13,13,73,12,cc-by-sa
1358103,Sedum cepaea L.,Sedum,False,,85,59,13,13,27,58,cc-by-sa
1550692,Pelargonium × hortorum L.H. Bailey,Pelargonium,False,0.2013802810983424,86,62,12,12,63,23,cc-by-sa
1358101,Sedum caeruleum L.,Sedum,False,0.0,87,61,13,13,59,28,cc-by-sa
1356901,Moehringia trinervia (L.) Clairv.,Moehringia,False,0.00020743978402888965,88,62,13,13,46,42,cc-by-sa
1646149,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,False,0.13725490196078433,89,63,13,13,60,29,cc-by-sa
1357506,Cirsium monspessulanum (L.) Hill,Cirsium,False,0.0,91,63,14,14,53,38,cc-by-sa
1399231,Lamium orvala L.,Lamium,False,0.0,93,65,14,14,75,18,cc-by-sa
1364158,Tagetes minuta L.,Tagetes,False,0.39177885243758986,95,67,14,14,27,68,cc-by-sa
1392658,Guizotia abyssinica (L.f.) Cass.,Guizotia,False,0.07077291472661966,95,67,14,14,74,21,cc-by-sa
1364000,Duchesnea indica (Jacks.) Focke,Duchesnea,False,0.18291818825966097,96,68,14,14,49,47,cc-by-sa
1358112,Sedum hirsutum All.,Sedum,False,6.075703262652652e-05,97,67,15,15,47,50,cc-by-sa
1364161,Calendula arvensis (Vaill.) L.,Calendula,False,0.008733929569591951,99,69,15,15,81,18,cc-by-sa
1363770,Acacia mearnsii De Wild.,Acacia,False,0.6640943810819295,100,70,15,15,42,58,cc-by-sa
1396161,Sedum ochroleucum Chaix,Sedum,False,,102,72,15,15,53,49,cc-by-sa
1408788,Trimezia martinicensis (Jacq.) Herb.,Trimezia,False,,102,72,15,15,94,8,cc-by-sa
1394405,Papaver pseudoorientale (Fedde) Medw.,Papaver,False,,103,73,15,15,94,9,cc-by-sa
1372016,Morinda citrifolia L.,Morinda,False,,104,72,16,16,27,77,cc-by-sa
1392689,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,False,,104,72,16,16,58,46,cc-by-sa
1393654,Lupinus arboreus Sims,Lupinus,False,,104,72,16,16,54,50,cc-by-sa
1360618,Berula erecta (Huds.) Coville,Berula,False,,105,75,15,15,29,76,cc-by-sa
1360835,Centranthus calcitrapae (L.) Dufr.,Centranthus,False,,105,73,16,16,87,18,cc-by-sa
1393418,Lactuca viminea (L.) J.Presl & C.Presl,Lactuca,False,,105,73,16,16,91,14,cc-by-sa
1363769,Acacia longifolia (Andrews) Willd.,Acacia,False,,106,74,16,16,53,53,cc-by-sa
1391235,Cirsium rivulare (Jacq.) All.,Cirsium,False,,108,76,16,16,92,16,cc-by-sa
1391868,Empetrum nigrum L.,Empetrum,False,,108,76,16,16,9,99,cc-by-sa
1419115,Pelargonium x hortorum L.H. Bailey,Pelargonium,False,,108,76,16,16,88,20,cc-by-sa
1529242,Sedum makinoi Maxim.,Sedum,False,,109,77,16,16,9,100,cc-by-sa
1363117,Tradescantia cerinthoides Kunth,Tradescantia,False,,110,76,17,17,65,45,cc-by-sa
1396156,Sedum kamtschaticum Fisch. & C.A.Mey.,Sedum,False,,110,76,17,17,66,44,cc-by-sa
1363127,Papaver hybridum L.,Papaver,False,,111,77,17,17,100,11,cc-by-sa
1358701,Hypericum humifusum L.,Hypericum,False,,114,80,17,17,98,16,cc-by-sa
1396143,Sedum sarmentosum Bunge,Sedum,False,,114,80,17,17,45,69,cc-by-sa
1403967,Cereus hexagonus (L.) Mill.,Cereus,False,,116,82,17,17,63,53,cc-by-sa
1358699,Hypericum hircinum L.,Hypericum,False,,117,81,18,18,92,25,cc-by-sa
1396133,Diascia rigescens E.Mey. ex Benth.,Diascia,False,,119,83,18,18,109,10,cc-by-sa
1356278,Trifolium fragiferum L.,Trifolium,False,,121,85,18,18,94,27,cc-by-sa
1360148,Adonis annua L.,Adonis,False,,122,86,18,18,110,12,cc-by-sa
1371691,Mussaenda erythrophylla Schumach. & Thonn.,Mussaenda,False,,123,85,19,19,90,33,cc-by-sa
1391193,Cirsium erisithales (Jacq.) Scop.,Cirsium,False,,123,85,19,19,90,33,cc-by-sa
1393933,Narthecium ossifragum (L.) Huds.,Narthecium,False,,123,87,18,18,114,9,cc-by-sa
1398480,Clethra alnifolia L.,Clethra,False,,124,88,18,18,70,54,cc-by-sa
1420496,Mussaenda philippica A.Rich.,Mussaenda,False,,124,86,19,19,105,19,cc-by-sa
1358519,Acalypha virginica L.,Acalypha,False,,126,88,19,19,10,116,cc-by-sa
1362489,Sedum anglicum Huds.,Sedum,False,,127,89,19,19,102,25,cc-by-sa
1363451,Secale cereale L.,Secale,False,,127,89,19,19,73,54,cc-by-sa
1529124,Sedum clavatum R.T. Clausen,Sedum,False,,127,89,19,19,11,116,cc-by-sa
1389442,Atocion rupestre (L.) B.Oxelman,Atocion,False,,130,90,20,20,119,11,cc-by-sa
1395391,Holodiscus discolor (Pursh) Maxim.,Holodiscus,False,,130,92,19,19,83,47,cc-by-sa
1412699,Mertensia virginica (L.) Pers. ex Link,Mertensia,False,,130,92,19,19,116,14,cc-by-sa
1357652,Hyoseris radiata L.,Hyoseris,False,,132,92,20,20,64,68,cc-by-sa
1394164,Ophrys passionis Sennen,Ophrys,False,,134,94,20,20,125,9,cc-by-sa
1394394,Anemone apennina L.,Anemone,False,,134,94,20,20,123,11,cc-by-sa
1413002,Aralia nudicaulis L.,Aralia,False,,134,92,21,21,17,117,cc-by-sa
1503981,Cirsium palustre (L.) Coss. ex Scop.,Cirsium,False,,135,93,21,21,117,18,cc-by-sa
1361891,Falcaria vulgaris Bernh.,Falcaria,False,,136,96,20,20,81,55,cc-by-sa
1488026,Pilosocereus pachycladus F. Ritter,Pilosocereus,False,,137,97,20,20,8,129,cc-by-sa
1418140,Lithops pseudotruncatella N.E.Br.,Lithops,False,,138,98,20,20,16,122,cc-by-sa
1376726,Peperomia pellucida (L.) Kunth,Peperomia,False,,140,98,21,21,11,129,cc-by-sa
1405686,Breynia disticha J.R.Forst. & G.Forst.,Breynia,False,,140,98,21,21,9,131,cc-by-sa
1412418,Lamium maculatum L.,Lamium,False,,141,99,21,21,67,74,cc-by-sa
1400081,Adonis vernalis L.,Adonis,False,,143,101,21,21,129,14,cc-by-sa
1397551,Trifolium badium Schreb.,Trifolium,False,,144,100,22,22,133,11,cc-by-sa
1358710,Hypericum tetrapterum Fr.,Hypericum,False,,145,101,22,22,99,46,cc-by-sa
1397209,Viscaria vulgaris Bernh.,Viscaria,False,,145,103,21,21,136,9,cc-by-sa
1362434,Centranthus angustifolius (Mill.) DC.,Centranthus,False,,149,103,23,23,132,17,cc-by-sa
1422105,Tradescantia zebrina hort. ex Bosse,Tradescantia,False,,149,105,22,22,8,141,cc-by-sa
1412337,Anemone canadensis L.,Anemone,False,,151,105,23,23,114,37,cc-by-sa
1414058,Tradescantia ohiensis Raf.,Tradescantia,False,,152,106,23,23,139,13,cc-by-sa
1408688,Acalypha hispida Burm.f.,Acalypha,False,,155,109,23,23,120,35,cc-by-sa
1389230,Phedimus aizoon (L.) 't Hart,Phedimus,False,,157,109,24,24,106,51,cc-by-sa
1396842,Trifolium alpestre L.,Trifolium,False,,158,110,24,24,140,18,cc-by-sa
1411524,Conoclinium coelestinum (L.) DC.,Conoclinium,False,,159,111,24,24,135,24,cc-by-sa
1385701,Couroupita guianensis Aubl.,Couroupita,False,,167,117,25,25,155,12,cc-by-sa
1412661,Maianthemum racemosum (L.) Link,Maianthemum,False,,168,118,25,25,48,120,cc-by-sa
1363750,Melilotus officinalis (L.) Pall.,Melilotus,False,,171,119,26,26,151,20,cc-by-sa
1419173,Loropetalum chinense (R. Br.) Oliv.,Loropetalum,False,,173,121,26,26,120,53,cc-by-sa
1529265,Sedum nussbaumerianum Bitter,Sedum,False,,173,121,26,26,11,162,cc-by-sa
1359486,Trifolium aureum Pollich,Trifolium,False,,174,122,26,26,155,19,cc-by-sa
1363613,Sedum hispanicum L.,Sedum,False,,174,122,26,26,79,95,cc-by-sa
1412659,Maianthemum canadense Desf.,Maianthemum,False,,175,123,26,26,74,101,cc-by-sa
1355959,Pelargonium peltatum (L.) L'Hér.,Pelargonium,False,,178,124,27,27,120,58,cc-by-sa
1359519,Trifolium resupinatum L.,Trifolium,False,,178,124,27,27,160,18,cc-by-sa
1361745,Myosoton aquaticum (L.) Moench,Myosoton,False,,178,126,26,26,148,30,cc-by-sa
1393846,Moehringia ciliata (Scop.) Dalla Torre,Moehringia,False,,178,124,27,27,160,18,cc-by-sa
1360759,Meum athamanticum Jacq.,Meum,False,,179,127,26,26,70,109,cc-by-sa
1667445,Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier,Fragaria,False,,179,125,27,27,44,135,cc-by-sa
1389044,Lactuca plumieri (L.) Gren. & Godr.,Lactuca,False,,187,131,28,28,141,46,cc-by-sa
1389921,Erechtites hieraciifolius (L.) Raf. ex DC.,Erechtites,False,,187,131,28,28,45,142,cc-by-sa
1394453,Pelargonium x hybridum (L.) Aiton,Pelargonium,False,,194,136,29,29,179,15,cc-by-sa
1432786,Calendula arvensis M.Bieb.,Calendula,False,,196,136,30,30,159,37,cc-by-sa
1391649,Daphne cneorum L.,Daphne,False,,197,137,30,30,186,11,cc-by-sa
1488171,Selenicereus anthonyanus (Alexander) D.R. Hunt,Selenicereus,False,,198,138,30,30,31,167,cc-by-sa
1358108,Sedum forsterianum Sm.,Sedum,False,,200,140,30,30,27,173,cc-by-sa
1359497,Trifolium hybridum L.,Trifolium,False,,200,140,30,30,157,43,cc-by-sa
1391209,Cirsium heterophyllum (L.) Hill,Cirsium,False,,200,140,30,30,162,38,cc-by-sa
1359508,Trifolium montanum L.,Trifolium,False,,203,143,30,30,181,22,cc-by-sa
1364165,Carthamus tinctorius L.,Carthamus,False,,204,142,31,31,179,25,cc-by-sa
1405641,Asystasia gangetica (L.) T.Anderson,Asystasia,False,,206,144,31,31,179,27,cc-by-sa
1397403,Honckenya peploides (L.) Ehrh.,Honckenya,False,,208,144,32,32,17,191,cc-by-sa
1397311,Anemone narcissiflora L.,Anemone,False,,220,154,33,33,206,14,cc-by-sa
1419334,Liriope muscari (Decne.) L.H.Bailey,Liriope,False,,221,153,34,34,171,50,cc-by-sa
1398513,Hypericum patulum Thunb.,Hypericum,False,,222,156,33,33,168,54,cc-by-sa
1360550,Hyoscyamus albus L.,Hyoscyamus,False,,226,158,34,34,148,78,cc-by-sa
1392094,Erucastrum incanum (L.) W.D.J.Koch,Erucastrum,False,,229,159,35,35,165,64,cc-by-sa
1397352,Cirsium spinosissimum (L.) Scop.,Cirsium,False,,229,159,35,35,170,59,cc-by-sa
1392777,Hippophae rhamnoides L.,Hippophae,False,,238,168,35,35,8,230,cc-by-sa
1389231,Phedimus spurius (M.Bieb) 't Hart,Phedimus,False,,241,169,36,36,63,178,cc-by-sa
1389297,Cereus jamacaru DC.,Cereus,False,,243,169,37,37,45,198,cc-by-sa
1359622,Althaea cannabina L.,Althaea,False,,245,171,37,37,180,65,cc-by-sa
1360555,Hyoscyamus niger L.,Hyoscyamus,False,,245,171,37,37,191,54,cc-by-sa
1391112,Chaerophyllum hirsutum L.,Chaerophyllum,False,,248,174,37,37,146,102,cc-by-sa
1399145,Cucurbita moschata Duchesne,Cucurbita,False,,250,176,37,37,36,214,cc-by-sa
1363126,Papaver argemone L.,Papaver,False,,252,178,37,37,216,36,cc-by-sa
1409185,Aphelandra squarrosa Nees,Aphelandra,False,,252,178,37,37,30,222,cc-by-sa
1397313,Angelica archangelica L.,Angelica,False,,255,179,38,38,141,114,cc-by-sa
1397387,Fragaria viridis Weston,Fragaria,False,,255,179,38,38,122,133,cc-by-sa
1396713,Telekia speciosa (Schreb.) Baumg.,Telekia,False,,256,180,38,38,182,74,cc-by-sa
1363778,Acacia retinodes Schltdl.,Acacia,False,,260,182,39,39,135,125,cc-by-sa
1405685,Acalypha wilkesiana Müll.Arg.,Acalypha,False,,260,182,39,39,23,237,cc-by-sa
1361850,Trifolium rubens L.,Trifolium,False,,265,187,39,39,236,29,cc-by-sa
1362927,Tradescantia pallida (Rose) D.R. Hunt,Tradescantia,False,,265,185,40,40,78,187,cc-by-sa
1391963,Epipactis palustris (L.) Crantz,Epipactis,False,,266,186,40,40,257,9,cc-by-sa
1397514,Trifolium medium L.,Trifolium,False,,267,187,40,40,213,54,cc-by-sa
1357379,Carthamus lanatus L.,Carthamus,False,,271,189,41,41,198,73,cc-by-sa
1358700,Hypericum hirsutum L.,Hypericum,False,,274,192,41,41,162,112,cc-by-sa
1389307,Sedum pachyphyllum Rose,Sedum,False,,275,193,41,41,16,259,cc-by-sa
1363871,Barbarea verna (Mill.) Asch.,Barbarea,False,,277,195,41,41,208,69,cc-by-sa
1397351,Cirsium acaulon (L.) Scop.,Cirsium,False,,282,196,43,43,225,57,cc-by-sa
1396165,Sedum sexangulare L.,Sedum,False,,283,197,43,43,126,157,cc-by-sa
1398111,Adenostyles alliariae (Gouan) A.Kern.,Adenostyles,False,,285,199,43,43,206,79,cc-by-sa
1497667,Tradescantia sillamontana Matuda,Tradescantia,False,,286,200,43,43,59,227,cc-by-sa
1413755,Sedum spathulifolium Hook.,Sedum,False,,295,207,44,44,63,232,cc-by-sa
1409215,Peperomia caperata Yunck.,Peperomia,False,,299,209,45,45,14,285,cc-by-sa
1393450,Lathraea squamaria L.,Lathraea,False,,302,212,45,45,294,8,cc-by-sa
1408045,Alocasia macrorrhizos (L.) G.Don,Alocasia,False,,303,213,45,45,9,294,cc-by-sa
1398326,Calycanthus floridus L.,Calycanthus,False,,309,217,46,46,243,66,cc-by-sa
1357705,Limbarda crithmoides (L.) Dumort.,Limbarda,False,,310,218,46,46,175,135,cc-by-sa
1393250,Hypericum maculatum Crantz,Hypericum,False,,313,219,47,47,250,63,cc-by-sa
1356816,Vaccaria hispanica (Mill.) Rauschert,Vaccaria,False,,314,220,47,47,291,23,cc-by-sa
1363021,Cenchrus setaceus (Forssk.) Morrone,Cenchrus,False,,317,221,48,48,187,130,cc-by-sa
1396843,Trifolium alpinum L.,Trifolium,False,,319,223,48,48,299,20,cc-by-sa
1359483,Trifolium angustifolium L.,Trifolium,False,,322,226,48,48,280,42,cc-by-sa
1393414,Lactuca alpina (L.) Benth. & Hook.f.,Lactuca,False,,329,231,49,49,288,41,cc-by-sa
1394399,Papaver alpinum L.,Papaver,False,,331,233,49,49,310,21,cc-by-sa
1361024,Butomus umbellatus L.,Butomus,False,,332,234,49,49,323,9,cc-by-sa
